Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
13/013,2013-02-03,2,17,23,39,47,48,22,,,4,2,1,1,1,1,2,0.00,0,0.00,0,44.00,97770,127.00,9600,3029.00,640,3732.00,320,55469.00,40,33798067
13/012,2013-01-31,16,22,27,35,38,46,32,,,2,4,0,1,2,2,1,1.00,12240970,10.00,148800,150.00,25130,261.00,9600,5235.00,640,4967.00,320,67059.00,40,37924648
13/011,2013-01-29,8,20,26,36,44,47,28,,,1,5,1,1,1,1,2,0.00,0,1.00,1744630,39.00,120840,134.00,9600,2264.00,640,4288.00,320,45952.00,40,34678339
13/010,2013-01-26,2,29,41,42,45,48,5,2,,3,3,1,0,1,0,4,1.00,8000000,2.00,1022800,50.00,82650,133.00,9600,2311.00,640,3158.00,320,39918.00,40,30736434
13/009,2013-01-24,1,2,3,9,20,49,24,"2,20",,4,2,4,1,0,0,1,2.00,16480650,9.00,153720,233.00,19200,494.00,9600,11007.00,640,10429.00,320,133046.00,40,50914760
13/008,2013-01-22,2,4,20,22,30,37,1,,22,1,5,2,1,2,1,0,0.00,0,1.00,2060240,72.00,76300,259.00,9600,4311.00,640,8766.00,320,79901.00,40,48777028
13/007,2013-01-19,3,12,19,21,31,48,26,,19,4,2,1,2,1,1,1,0.00,0,2.00,1076710,100.00,43060,167.00,9600,4666.00,640,4559.00,320,66088.00,40,37997742
13/006,2013-01-17,2,8,14,25,43,44,11,,,2,4,2,1,1,0,2,0.00,0,0.00,0,33.00,126710,147.00,9600,2532.00,640,4543.00,320,50120.00,40,32969568
13/005,2013-01-15,3,4,7,24,27,31,13,"3,31",,4,2,3,0,2,1,0,1.00,20079730,3.00,580250,126.00,36980,291.00,9600,6266.00,640,7477.00,320,96437.00,40,47778499
13/004,2013-01-13,3,6,19,21,31,49,7,,,5,1,2,1,1,1,1,0.00,0,2.00,1181070,50.00,94480,241.00,9600,3809.00,640,7516.00,320,66378.00,40,42194389
13/003,2013-01-10,2,9,24,34,41,45,48,,,3,3,2,0,1,1,2,0.00,0,0.00,0,73.00,56350,121.00,9600,2954.00,640,3586.00,320,52579.00,40,32599347
13/002,2013-01-08,14,19,20,21,29,49,7,,,4,2,0,3,2,0,1,2.00,41343400,7.00,1068830,230.00,86740,776.00,9600,12927.00,640,22146.00,320,238909.00,40,161430634
13/001,2013-01-03,17,25,32,33,46,48,39,"25,32,48",,3,3,0,1,1,2,2,0.00,0,2.00,3980070,166.00,96190,417.00,9600,8841.00,640,11691.00,320,165045.00,40,118029979
12/152,2012-12-31,5,6,25,30,32,48,45,6,,2,4,2,0,2,1,1,0.00,0,4.00,808160,76.00,114170,261.00,9600,5579.00,640,8319.00,320,105714.00,40,67859848
12/151,2012-12-29,1,6,9,11,33,39,40,39,,5,1,3,1,0,2,0,0.00,0,8.00,226150,171.00,26450,326.00,9600,9119.00,640,6744.00,320,132601.00,40,53431978
12/150,2012-12-27,4,7,29,39,44,47,23,,,4,2,2,0,1,1,2,0.00,0,4.00,558420,114.00,52480,183.00,9600,4606.00,640,5088.00,320,79510.00,40,47920082
12/149,2012-12-25,12,18,23,24,46,49,14,,,2,4,0,2,2,0,2,0.00,0,2.00,1364780,60.00,91750,150.00,9600,3683.00,640,3954.00,320,68150.00,40,42186989
12/148,2012-12-23,9,27,28,32,34,43,2,34,,3,3,1,0,2,2,1,0.00,0,1.00,1914840,49.00,104200,152.00,9600,3343.00,640,4573.00,320,61992.00,40,39934909
12/147,2012-12-20,4,12,25,34,36,40,49,,,1,5,1,1,1,3,0,0.00,0,2.00,752630,57.00,70420,131.00,9600,2723.00,640,3072.00,320,49874.00,40,31491290
12/146,2012-12-18,8,14,21,41,45,48,34,"21,41",,3,3,1,1,1,0,3,1.00,42704240,3.00,1109270,103.00,86570,227.00,9600,4669.00,640,6705.00,320,91405.00,40,65451595
12/145,2012-12-15,18,21,28,33,41,47,48,47,,4,2,0,1,2,1,2,0.00,0,1.00,2503600,67.00,99640,212.00,9600,4394.00,640,6182.00,320,82769.00,40,52735687
12/144,2012-12-13,6,9,29,31,42,47,14,42,,4,2,2,0,1,1,2,0.00,0,1.00,2292670,65.00,94780,169.00,9600,3965.00,640,5823.00,320,80067.00,40,48179351
12/143,2012-12-11,2,15,28,41,42,49,24,15,,3,3,1,1,1,0,3,0.00,0,0.00,0,54.00,109030,138.00,9600,2825.00,640,4325.00,320,58860.00,40,42677796
12/142,2012-12-08,15,22,30,33,34,47,38,,,3,3,0,1,2,2,1,0.00,0,0.00,0,40.00,100020,114.00,9600,2303.00,640,2828.00,320,45101.00,40,30118674
12/141,2012-12-06,1,6,38,41,43,45,48,,6,4,2,2,0,0,1,3,1.00,64521730,2.00,2265030,131.00,92560,335.00,9600,7457.00,640,10773.00,320,139750.00,40,92978025
12/140,2012-12-04,7,10,11,18,37,47,4,10,,4,2,2,2,0,1,1,0.00,0,9.00,314850,220.00,34340,603.00,9600,10126.00,640,14980.00,320,163864.00,40,82169646
12/139,2012-12-01,10,16,17,27,36,38,47,17,,2,4,1,2,1,2,0,0.00,0,8.00,337530,148.00,48680,245.00,9600,6737.00,640,6967.00,320,108771.00,40,61150819
12/138,2012-11-29,13,17,26,28,32,34,6,34,,2,4,0,2,2,2,0,0.00,0,3.00,656030,112.00,46850,357.00,9600,6697.00,640,9092.00,320,95365.00,40,53426139
12/137,2012-11-27,8,20,21,24,34,47,10,,,2,4,1,1,2,1,1,0.00,0,3.00,961850,51.00,126970,173.00,9600,3442.00,640,6634.00,320,71148.00,40,48969789
12/136,2012-11-24,2,3,4,15,23,40,13,,,3,3,3,1,1,1,0,0.00,0,1.00,1858410,70.00,70790,188.00,9600,3824.00,640,5785.00,320,73818.00,40,41976562
12/135,2012-11-22,9,22,26,30,44,49,31,,22,2,4,1,0,3,0,2,0.00,0,0.00,0,65.00,69130,145.00,9600,3856.00,640,4361.00,320,71418.00,40,37883911
12/134,2012-11-20,2,11,20,37,45,47,13,,20,4,2,1,2,0,1,2,0.00,0,2.00,1087860,70.00,62610,154.00,9600,3534.00,640,4339.00,320,58438.00,40,35963490
12/133,2012-11-17,7,12,24,39,43,48,30,48,,3,3,1,1,1,1,2,1.00,8000000,1.00,1508240,46.00,87430,94.00,9600,2224.00,640,3105.00,320,43778.00,40,29851038
12/132,2012-11-15,18,20,36,41,46,48,21,,,1,5,0,2,0,1,3,1.00,14238080,1.00,2079360,43.00,128950,91.00,9600,2489.00,640,3201.00,320,48351.00,40,38255531
12/131,2012-11-13,3,5,25,26,29,30,31,26,,4,2,2,0,4,0,0,0.00,0,2.00,943690,67.00,56760,151.00,9600,3351.00,640,3753.00,320,58688.00,40,32416894
12/130,2012-11-11,9,26,28,35,45,47,25,"26,47",,4,2,1,0,2,1,2,1.00,22664860,5.00,534420,62.00,103430,201.00,9600,3710.00,640,5872.00,320,74988.00,40,49622420
12/129,2012-11-08,15,26,31,37,44,47,43,37,,4,2,0,1,1,2,2,0.00,0,1.00,2128600,44.00,129000,119.00,9600,2693.00,640,3510.00,320,51881.00,40,40107495
12/128,2012-11-06,1,6,8,28,37,39,42,1,6,3,3,3,0,1,2,0,0.00,0,2.00,943930,85.00,44680,135.00,9600,4730.00,640,3640.00,320,76562.00,40,35041901
12/127,2012-11-03,1,12,33,36,46,48,41,,,2,4,1,1,0,2,2,1.00,65018000,2.00,2831250,134.00,84830,259.00,9600,7169.00,640,7660.00,320,134707.00,40,85234238
12/126,2012-11-01,15,18,24,28,34,42,2,"28,34",,1,5,0,2,2,1,1,0.00,0,1.00,3744370,101.00,98860,281.00,9600,5754.00,640,8800.00,320,111448.00,40,76083680
12/125,2012-10-30,1,20,28,30,34,40,19,"28,30,34",30,1,5,1,1,2,2,0,0.00,0,4.00,1051830,164.00,59860,362.00,9600,10043.00,640,9238.00,320,138560.00,40,84010751
12/124,2012-10-27,26,28,30,34,36,39,1,,,1,5,0,0,3,3,0,0.00,0,1.00,1994640,62.00,86200,117.00,9600,2681.00,640,3498.00,320,51618.00,40,38214207
12/123,2012-10-25,8,17,23,40,41,43,28,41,,4,2,1,1,1,1,2,0.00,0,0.00,0,21.00,208350,100.00,9600,2136.00,640,3250.00,320,44774.00,40,31802589
12/122,2012-10-23,11,28,29,41,45,47,21,,,5,1,0,1,2,0,3,1.00,71084710,2.00,2390550,151.00,84430,347.00,9600,7476.00,640,11210.00,320,142536.00,40,97094262
12/121,2012-10-20,4,19,31,34,37,44,6,4,,3,3,1,1,0,3,1,0.00,0,2.00,2578020,98.00,105760,238.00,9600,5467.00,640,7282.00,320,105007.00,40,75257369
12/120,2012-10-18,4,6,10,14,16,29,26,,,1,5,3,2,1,0,0,0.00,0,7.00,358200,168.00,39910,488.00,9600,7999.00,640,10467.00,320,125965.00,40,67706001
12/119,2012-10-16,9,17,27,35,39,44,40,,,5,1,1,1,1,2,1,0.00,0,4.00,845090,111.00,71380,221.00,9600,5611.00,640,6247.00,320,102652.00,40,62002507
12/118,2012-10-13,5,6,11,26,33,41,4,11,,4,2,2,1,1,1,1,1.00,57488940,3.00,1156780,167.00,55410,414.00,9600,8775.00,640,12267.00,320,153798.00,40,83493915
12/117,2012-10-11,1,3,11,18,40,46,35,,11,3,3,2,2,0,1,1,0.00,0,0.00,0,102.00,86680,278.00,9600,6235.00,640,7623.00,320,125351.00,40,71109958
12/116,2012-10-09,15,17,21,22,27,36,16,,,4,2,0,2,3,1,0,0.00,0,3.00,993630,113.00,58620,328.00,9600,6079.00,640,7525.00,320,106251.00,40,59056096
12/115,2012-10-07,1,10,12,13,29,47,9,12,,4,2,2,2,1,0,1,0.00,0,2.00,1214320,122.00,53080,456.00,9600,6288.00,640,13221.00,320,113577.00,40,64746580
12/114,2012-10-02,12,24,25,33,37,44,13,,,3,3,0,1,2,2,1,0.00,0,4.00,560520,71.00,74200,208.00,9600,3610.00,640,4974.00,320,61650.00,40,42104644
12/113,2012-09-29,2,8,16,17,20,26,32,17,,1,5,2,3,1,0,0,0.00,0,1.00,1483040,73.00,54390,213.00,9600,4326.00,640,4784.00,320,70765.00,40,37103767
12/112,2012-09-27,1,3,10,15,17,40,28,"1,17",,4,2,3,2,0,1,0,0.00,0,4.00,399340,56.00,66550,144.00,9600,3349.00,640,4869.00,320,62151.00,40,32970230
12/111,2012-09-25,1,4,17,20,28,32,47,,,2,4,2,2,1,1,0,3.00,3200000,3.00,619500,54.00,76480,126.00,9600,3253.00,640,3947.00,320,60321.00,40,33913347
12/110,2012-09-22,2,13,33,35,38,49,40,38,,4,2,1,1,0,3,1,3.00,49591870,12.00,1177230,505.00,71480,1092.00,9600,25343.00,640,30289.00,320,465997.00,40,285575400
12/109,2012-09-18,15,26,27,38,42,43,39,27,,3,3,0,1,2,1,2,0.00,0,4.00,1947100,325.00,64000,710.00,9600,17183.00,640,18299.00,320,271528.00,40,169597225
12/108,2012-09-15,6,7,18,21,27,48,42,48,,3,3,2,1,2,0,1,0.00,0,2.00,1054440,55.00,76680,144.00,9600,3396.00,640,3831.00,320,67592.00,40,35319525
12/107,2012-09-13,16,20,22,31,42,48,43,,,1,5,0,2,1,1,2,0.00,0,1.00,1641360,44.00,99470,93.00,9600,2112.00,640,2346.00,320,40674.00,40,30818456
12/106,2012-09-11,4,11,25,27,39,41,43,"4,27",11,5,1,1,1,2,1,1,1.00,46786070,1.00,3394430,117.00,77690,192.00,9600,6224.00,640,6085.00,320,107134.00,40,68381765
12/105,2012-09-09,4,7,12,15,27,34,37,,,3,3,2,2,1,1,0,0.00,0,4.00,612030,153.00,37450,339.00,9600,7769.00,640,9232.00,320,126055.00,40,59093685
12/104,2012-09-06,6,13,33,38,41,43,29,43,6,4,2,1,1,0,2,2,0.00,0,1.00,2309300,88.00,70370,180.00,9600,4440.00,640,5383.00,320,77709.00,40,48728398
12/103,2012-09-04,20,24,34,36,43,45,3,,,2,4,0,1,1,2,2,0.00,0,1.00,2434600,51.00,128560,112.00,9600,2772.00,640,4316.00,320,55990.00,40,45001750
12/102,2012-09-01,9,12,15,19,21,47,38,"15,21",,5,1,1,3,1,0,1,0.00,0,1.00,1623510,53.00,81680,142.00,9600,3259.00,640,4156.00,320,59690.00,40,35287432
12/101,2012-08-30,7,11,15,21,26,34,38,7,,4,2,1,2,2,1,0,0.00,0,1.00,1404380,60.00,62940,106.00,9600,2745.00,640,3222.00,320,52582.00,40,29993890
12/100,2012-08-28,7,17,24,29,47,49,45,"7,47",,5,1,1,1,2,0,2,1.00,13257260,1.00,1752420,92.00,50790,136.00,9600,4041.00,640,3972.00,320,69273.00,40,38465847
12/099,2012-08-25,3,7,21,22,38,47,27,47,,4,2,2,0,2,1,1,0.00,0,3.00,363060,81.00,35850,215.00,9600,3152.00,640,4619.00,320,50956.00,40,28836441
12/098,2012-08-23,13,15,25,28,45,47,5,,,5,1,0,2,2,0,2,2.00,17176790,2.00,1532880,71.00,86970,439.00,9600,4163.00,640,10180.00,320,76705.00,40,55637856
12/097,2012-08-21,1,7,12,17,36,38,48,7,,3,3,2,2,0,2,0,0.00,0,1.00,2033470,73.00,74790,244.00,9600,5386.00,640,5969.00,320,97968.00,40,49102118
12/096,2012-08-18,7,10,22,32,34,48,45,34,,1,5,2,0,1,2,1,0.00,0,0.00,0,60.00,83250,154.00,9600,3721.00,640,4063.00,320,72253.00,40,40312266
12/095,2012-08-16,5,6,13,19,23,34,8,"13,34",,4,2,2,2,1,1,0,0.00,0,2.00,929850,70.00,53440,244.00,9600,3466.00,640,6862.00,320,60512.00,40,35900184
12/094,2012-08-14,2,13,16,34,37,47,28,,,3,3,1,2,0,2,1,0.00,0,0.00,0,34.00,133550,118.00,9600,2183.00,640,3560.00,320,45033.00,40,32891775
12/093,2012-08-11,5,11,12,31,41,42,16,42,11,4,2,1,2,0,1,2,1.00,12432540,5.00,328330,58.00,67930,154.00,9600,3860.00,640,3730.00,320,62693.00,40,34202309
12/092,2012-08-09,10,13,20,22,42,46,48,"13,46",,1,5,1,2,1,0,2,0.00,0,1.00,1459420,36.00,108100,138.00,9600,2522.00,640,3392.00,320,49847.00,40,30943057
12/091,2012-08-07,2,9,13,40,44,46,10,,,2,4,2,1,0,1,2,1.00,8000000,3.00,507320,72.00,47300,289.00,9600,3414.00,640,7101.00,320,54123.00,40,34598377
12/090,2012-08-04,8,15,20,41,42,49,12,49,,3,3,1,2,0,0,3,1.00,13465570,0.00,0,47.00,104470,110.00,9600,2166.00,640,3920.00,320,48804.00,40,35176642
12/089,2012-08-02,9,11,12,22,28,49,7,,,3,3,1,2,2,0,1,0.00,0,2.00,439320,101.00,23190,482.00,9600,5126.00,640,10547.00,320,77290.00,40,29800817
12/088,2012-07-31,2,10,16,23,35,47,1,,,3,3,2,1,1,1,1,3.00,17154580,6.00,747980,136.00,87990,354.00,9600,7452.00,640,11011.00,320,136717.00,40,92663222
12/087,2012-07-28,18,25,38,40,44,45,5,44,,2,4,0,1,1,2,2,0.00,0,0.00,0,42.00,126930,159.00,9600,2507.00,640,4614.00,320,49500.00,40,39306513
12/086,2012-07-26,9,11,13,22,24,44,32,"11,22",,3,3,1,2,2,0,1,0.00,0,1.00,1340470,100.00,35740,177.00,9600,4742.00,640,4880.00,320,74816.00,40,35385209
12/085,2012-07-24,10,11,15,22,23,45,31,"23,45",,4,2,1,2,2,0,1,0.00,0,1.00,1346060,50.00,72510,104.00,9600,2967.00,640,3593.00,320,52869.00,40,29671737
12/084,2012-07-21,7,19,23,30,34,45,13,"30,34",,4,2,1,1,2,1,1,1.00,34938270,3.00,979700,62.00,105340,214.00,9600,4058.00,640,6001.00,320,78382.00,40,51194492
12/083,2012-07-19,9,20,30,34,35,46,29,30,,2,4,1,1,1,2,1,0.00,0,1.00,2415830,52.00,123880,175.00,9600,3465.00,640,5879.00,320,68117.00,40,48520746
12/082,2012-07-17,8,11,17,24,30,49,3,24,17,3,3,1,2,2,0,1,0.00,0,4.00,454980,82.00,59180,347.00,9600,4485.00,640,8314.00,320,80793.00,40,47079659
12/081,2012-07-14,2,6,16,24,41,46,27,2,,1,5,2,1,1,0,2,0.00,0,0.00,0,46.00,100850,111.00,9600,2745.00,640,3197.00,320,50931.00,40,34229212
12/080,2012-07-12,2,13,33,39,40,44,43,13,,3,3,1,1,0,3,1,0.00,0,1.00,1659680,37.00,121250,82.00,9600,1951.00,640,2841.00,320,39329.00,40,30882410
12/079,2012-07-10,4,7,13,28,36,49,3,4,,3,3,2,1,1,1,1,1.00,32054460,4.00,643140,153.00,39230,332.00,9600,6569.00,640,9647.00,320,109348.00,40,58042219
12/078,2012-07-07,1,4,5,22,44,46,37,,,2,4,3,0,1,0,2,0.00,0,1.00,2075190,98.00,56750,151.00,9600,4652.00,640,4902.00,320,86655.00,40,45674602
12/077,2012-07-05,2,3,11,24,26,27,44,,,3,3,2,1,3,0,0,0.00,0,1.00,1905940,127.00,40170,121.00,9600,5102.00,640,4065.00,320,83512.00,40,42640598
12/076,2012-07-03,6,10,12,14,31,38,20,10,,1,5,2,2,0,2,0,0.00,0,2.00,1034790,74.00,56310,213.00,9600,4045.00,640,5603.00,320,71105.00,40,38214283
12/075,2012-06-30,10,13,28,32,37,41,1,,,3,3,1,1,1,2,1,0.00,0,1.00,1402900,44.00,85020,151.00,9600,2245.00,640,3755.00,320,42238.00,40,29722428
12/074,2012-06-28,3,6,14,19,27,36,24,"6,19",,3,3,2,2,1,1,0,2.00,5333330,1.00,1288840,84.00,40910,167.00,9600,3617.00,640,4277.00,320,59516.00,40,31679371
12/073,2012-06-26,6,19,26,28,37,49,47,,26,3,3,1,1,2,1,1,1.00,14392890,1.00,1891540,72.00,70050,159.00,9600,3867.00,640,5083.00,320,72237.00,40,41424639
12/072,2012-06-23,9,14,17,34,40,48,39,17,,2,4,1,2,0,2,1,0.00,0,1.00,1436520,37.00,103530,141.00,9600,2324.00,640,3686.00,320,45955.00,40,30328336
12/071,2012-06-21,2,5,8,13,17,35,28,13,,4,2,3,2,0,1,0,2.00,28364760,9.00,353590,265.00,32080,644.00,9600,11371.00,640,16053.00,320,173742.00,40,90481987
12/070,2012-06-19,10,13,26,40,42,48,24,13,,1,5,1,1,1,1,2,0.00,0,1.00,1807590,33.00,148310,98.00,9600,2214.00,640,3129.00,320,43977.00,40,33991068
12/069,2012-06-16,2,4,6,7,13,29,9,7,,3,3,4,1,1,0,0,4.00,17147740,15.00,259770,370.00,27140,1530.00,9600,16601.00,640,31866.00,320,252266.00,40,127756978
12/068,2012-06-12,7,14,16,25,30,36,32,,,2,4,1,2,2,1,0,0.00,0,2.00,2403150,171.00,56210,323.00,9600,8838.00,640,9659.00,320,144974.00,40,81568359
12/067,2012-06-10,8,15,18,37,39,44,6,39,,3,3,1,2,0,2,1,0.00,0,0.00,0,85.00,103530,223.00,9600,4927.00,640,7358.00,320,95489.00,40,66001273
12/066,2012-06-07,4,17,20,29,39,48,9,,,3,3,1,2,1,1,1,0.00,0,0.00,0,73.00,85280,294.00,9600,4027.00,640,9234.00,320,76917.00,40,52834536
12/065,2012-06-05,10,21,26,34,35,43,37,43,,3,3,1,0,2,2,1,0.00,0,2.00,1236080,81.00,81890,134.00,9600,3556.00,640,4614.00,320,68202.00,40,47912779
12/064,2012-06-02,9,14,19,20,43,47,37,"9,47",,4,2,1,3,0,0,2,0.00,0,0.00,0,45.00,113360,115.00,9600,2320.00,640,3435.00,320,47779.00,40,36033730
12/063,2012-05-31,4,9,24,31,39,47,38,31,31,4,2,2,0,1,2,1,0.00,0,2.00,825440,46.00,96750,114.00,9600,2870.00,640,3452.00,320,53553.00,40,33828222
12/062,2012-05-29,8,18,20,22,31,37,46,"20,22",,2,4,1,2,1,2,0,1.00,8000000,1.00,1695090,62.00,72900,82.00,9600,2650.00,640,2639.00,320,54351.00,40,33175665
12/061,2012-05-26,9,10,20,22,38,49,7,,,2,4,2,1,1,1,1,1.00,8000000,1.00,856100,103.00,22270,244.00,9600,4921.00,640,5601.00,320,60563.00,40,29036301
12/060,2012-05-24,2,5,8,29,40,47,34,8,,3,3,3,0,1,1,1,1.00,20869430,1.00,2136320,61.00,93390,143.00,9600,3892.00,640,4202.00,320,73496.00,40,44061862
12/059,2012-05-22,1,8,22,26,32,37,41,26,22,2,4,2,0,2,2,0,0.00,0,1.00,1845840,75.00,65630,130.00,9600,3473.00,640,3411.00,320,66607.00,40,38415154
12/058,2012-05-20,3,17,23,26,41,47,33,,,5,1,1,1,2,0,2,0.00,0,1.00,1387290,38.00,97350,144.00,9600,2620.00,640,4063.00,320,48667.00,40,30489776
12/057,2012-05-17,1,10,15,21,27,37,40,,,5,1,2,1,2,1,0,2.00,29868930,1.00,3089990,149.00,55300,269.00,9600,6254.00,640,6962.00,320,115887.00,40,66813866
12/056,2012-05-15,5,14,16,22,23,33,32,16,,3,3,1,2,2,1,0,0.00,0,6.00,421240,112.00,55410,356.00,9600,5587.00,640,8437.00,320,101616.00,40,56894756
12/055,2012-05-13,16,21,30,34,39,45,4,34,,3,3,0,1,2,2,1,0.00,0,4.00,714770,69.00,111300,180.00,9600,3388.00,640,4704.00,320,65155.00,40,53611476
12/054,2012-05-10,13,17,23,32,34,46,41,"17,34",,3,3,0,2,1,2,1,0.00,0,3.00,895800,52.00,115960,144.00,9600,3305.00,640,4151.00,320,63774.00,40,44033536
12/053,2012-05-08,4,9,10,17,33,34,35,"4,17",,3,3,3,1,0,2,0,0.00,0,2.00,881180,72.00,65720,206.00,9600,4337.00,640,5030.00,320,81913.00,40,41758827
12/052,2012-05-05,4,11,17,29,39,49,8,49,,5,1,1,2,1,1,1,0.00,0,1.00,1212680,80.00,40670,175.00,9600,3648.00,640,4595.00,320,59654.00,40,31028197
12/051,2012-05-03,2,20,28,46,47,49,3,,,2,4,1,1,1,0,3,1.00,33911460,1.00,2479840,102.00,64830,347.00,9600,4981.00,640,9220.00,320,87087.00,40,57629143
12/050,2012-05-01,5,17,19,26,32,33,22,"17,19,32",,4,2,1,2,1,2,0,0.00,0,1.00,2429840,96.00,67490,217.00,9600,4657.00,640,6453.00,320,83756.00,40,52369801
12/049,2012-04-28,11,17,19,20,29,32,38,"11,17",,4,2,0,4,1,1,0,0.00,0,0.00,0,85.00,61040,136.00,9600,3947.00,640,4168.00,320,67779.00,40,40829811
12/048,2012-04-26,7,10,11,17,22,30,14,17,,3,3,2,2,2,0,0,0.00,0,2.00,765450,126.00,24390,247.00,9600,5950.00,640,6150.00,320,89560.00,40,37290401
12/047,2012-04-24,1,17,28,29,31,34,45,1,,4,2,1,1,2,2,0,0.00,0,1.00,1631090,49.00,89680,80.00,9600,2472.00,640,2734.00,320,50901.00,40,31861666
12/046,2012-04-22,1,3,11,21,41,42,2,41,,5,1,2,1,1,0,2,2.00,35477960,10.00,201020,499.00,19200,782.00,9600,12273.00,640,13340.00,320,160506.00,40,84090395
12/045,2012-04-19,5,12,13,20,37,41,23,,,4,2,1,3,0,1,1,0.00,0,2.00,2172280,74.00,117420,256.00,9600,5507.00,640,8567.00,320,105153.00,40,68139653
12/044,2012-04-17,6,7,17,19,35,46,4,19,17,4,2,2,2,0,1,1,0.00,0,4.00,774920,85.00,85080,302.00,9600,5237.00,640,8486.00,320,95742.00,40,60491095
12/043,2012-04-14,3,15,19,20,32,40,25,,,3,3,1,3,0,2,0,0.00,0,1.00,2424350,66.00,98400,159.00,9600,3754.00,640,4757.00,320,70997.00,40,48234912
12/042,2012-04-12,2,11,16,17,25,28,41,"11,16",,3,3,1,3,2,0,0,0.00,0,0.00,0,87.00,63980,134.00,9600,4285.00,640,4205.00,320,77767.00,40,44023673
12/041,2012-04-10,4,11,16,26,42,47,6,,,2,4,1,2,1,0,2,0.00,0,1.00,1883740,49.00,102510,153.00,9600,3065.00,640,5649.00,320,58895.00,40,39608787
12/040,2012-04-07,3,14,22,24,34,49,44,,,2,4,1,1,2,1,1,0.00,0,2.00,727700,41.00,71870,307.00,9600,2655.00,640,4598.00,320,49862.00,40,29830321
12/039,2012-04-05,13,15,17,18,41,45,14,,,5,1,0,4,0,0,2,1.00,31456990,0.00,0,82.00,75300,386.00,9600,4162.00,640,5926.00,320,74541.00,40,52037809
12/038,2012-04-03,20,21,28,44,46,47,42,44,,2,4,0,1,2,0,3,1.00,49104610,3.00,2147280,121.00,118300,334.00,9600,6901.00,640,9959.00,320,137428.00,40,103026035
12/037,2012-03-31,11,19,30,33,37,44,18,,,4,2,0,2,1,2,1,0.00,0,1.00,1804510,60.00,80870,144.00,9600,3116.00,640,4274.00,320,56170.00,40,37426753
12/036,2012-03-29,10,16,21,28,29,31,8,,29,3,3,1,1,3,1,0,0.00,0,0.00,0,41.00,78040,232.00,9600,2854.00,640,6288.00,320,52808.00,40,31211076
12/035,2012-03-27,2,7,17,25,30,43,38,43,,4,2,2,1,2,0,1,1.00,38292990,4.00,752650,70.00,114850,221.00,9600,4630.00,640,6072.00,320,92001.00,40,60663409
12/034,2012-03-24,3,23,32,35,43,49,34,"35,49",,5,1,1,0,1,2,2,0.00,0,1.00,2225340,75.00,79120,208.00,9600,4200.00,640,6409.00,320,74590.00,40,48198800
12/033,2012-03-22,2,35,38,47,48,49,41,,,3,3,1,0,0,2,3,0.00,0,2.00,986420,74.00,71090,172.00,9600,5028.00,640,4788.00,320,73797.00,40,44084707
12/032,2012-03-20,11,13,18,29,44,46,37,"13,18",,3,3,0,3,1,0,2,1.00,33333200,3.00,980110,81.00,96800,246.00,9600,4697.00,640,6171.00,320,88937.00,40,60075662
12/031,2012-03-17,4,6,13,18,23,45,15,4,,3,3,2,2,1,0,1,0.00,0,0.00,0,73.00,73880,184.00,9600,3970.00,640,5040.00,320,74311.00,40,43909972
12/030,2012-03-15,4,28,31,34,48,49,6,48,,2,4,1,0,1,2,2,0.00,0,0.00,0,44.00,115530,133.00,9600,3033.00,640,4238.00,320,60206.00,40,38792307
12/029,2012-03-13,7,8,26,43,47,48,12,48,,3,3,2,0,1,0,3,0.00,0,1.00,1592190,57.00,74480,112.00,9600,2618.00,640,4072.00,320,49076.00,40,32733797
12/028,2012-03-11,10,23,33,39,42,48,34,,,3,3,1,0,1,2,2,2.00,6523430,1.00,1704800,83.00,54770,134.00,9600,3544.00,640,3792.00,320,58389.00,40,36274165
12/027,2012-03-08,3,5,9,17,35,36,43,"3,36",,5,1,3,1,0,2,0,1.00,8000000,1.00,1341450,89.00,40190,131.00,9600,4322.00,640,3589.00,320,72137.00,40,33121073
12/026,2012-03-06,3,7,28,31,33,36,32,"3,28",,4,2,2,0,1,3,0,2.00,5333330,3.00,443570,88.00,40550,224.00,9600,4128.00,640,5684.00,320,69676.00,40,35457403
12/025,2012-03-03,1,3,4,8,21,28,5,,3,3,3,4,0,2,0,0,3.00,24382980,17.00,162920,409.00,19200,1446.00,9600,16018.00,640,26301.00,320,209737.00,40,96315167
12/024,2012-03-01,25,30,31,34,40,47,13,,,3,3,0,0,2,3,1,0.00,0,1.00,3794730,95.00,107080,328.00,9600,5434.00,640,10021.00,320,105731.00,40,77515307
12/023,2012-02-28,8,9,24,28,37,49,47,"24,49",28,3,3,2,0,2,1,1,0.00,0,8.00,385790,125.00,61720,324.00,9600,6531.00,640,8179.00,320,125370.00,40,66889282
12/022,2012-02-25,12,14,24,26,27,49,22,,,2,4,0,2,3,0,1,0.00,0,4.00,612980,64.00,102960,207.00,9600,3912.00,640,6018.00,320,76375.00,40,50808536
